"File","Minor","Major","Total","Ownership","Bugs"
"solr/src/test/org/apache/solr/client/solrj/embedded/MultiCoreEmbeddedTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/TestSolrProperties.java","0","3","3","0.5714285714285714","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/LargeVolumeJettyTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/LargeVolumeEmbeddedTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/SolrExampleJettyTest.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/MultiCoreExampleJettyTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/LargeVolumeBinaryJettyTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/SolrExampleStreamingTest.java","0","2","2","0.8","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/JettyWebappTest.java","0","5","5","0.4444444444444444","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/MergeIndexesEmbeddedTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/client/solrj/embedded/SolrExampleEmbeddedTest.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/client/solrj/response/FieldAnalysisResponseTest.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/client/solrj/response/TermsResponseTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/client/solrj/response/QueryResponseTest.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/client/solrj/response/DocumentAnalysisResponseTest.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/client/solrj/response/TestSpellCheckResponse.java","0","4","4","0.5","0"
"solr/src/test/org/apache/solr/client/solrj/response/AnlysisResponseBaseTest.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/client/solrj/beans/TestDocumentObjectBinder.java","0","2","2","0.6666666666666666","0"
"solr/src/test/org/apache/solr/update/processor/UpdateRequestProcessorFactoryTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/update/processor/SignatureUpdateProcessorFactoryTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/update/processor/CustomUpdateRequestProcessorFactory.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/spelling/suggest/PersistenceTest.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/spelling/suggest/SuggesterTest.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/search/function/SortByFunctionTest.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/search/function/TestFunctionQuery.java","0","5","5","0.4","0"
"solr/src/test/org/apache/solr/search/function/NvlValueSourceParser.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/search/function/distance/DistanceFunctionTest.java","0","5","5","0.4444444444444444","0"
"solr/src/test/org/apache/solr/common/util/NamedListTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/common/util/TestJavaBinCodec.java","0","2","2","0.75","0"
"solr/src/test/org/apache/solr/common/util/TestXMLEscaping.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/common/util/FileUtilsTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/common/util/IteratorChainTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/common/util/TestHash.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/common/util/TestFastInputStream.java","0","3","3","0.5","0"
"solr/src/test/org/apache/solr/common/util/DOMUtilTest.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/common/util/ContentStreamTest.java","0","3","3","0.6","0"
"solr/src/test/org/apache/solr/common/util/TestNamedListCodec.java","0","3","3","0.3333333333333333","0"
"solr/src/test/org/apache/solr/common/util/TestSystemIdResolver.java","0","1","1","1.0","0"
"solr/src/test/org/apache/solr/common/params/SolrParamTest.java","0","2","2","0.5","0"
"solr/src/test/org/apache/solr/common/params/ModifiableSolrParamsTest.java","0","2","2","0.6666666666666666","0"
"solr/src/common/org/apache/solr/common/SolrInputField.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/SolrException.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/SolrDocumentList.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/SolrDocument.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/ResourceLoader.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/SolrInputDocument.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/FastOutputStream.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/util/SimpleOrderedMap.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/FastInputStream.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/FileUtils.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/XMLErrorLogger.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/FastWriter.java","0","3","3","0.3333333333333333","0"
"solr/src/common/org/apache/solr/common/util/RTimer.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/SystemIdResolver.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/ContentStream.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/JavaBinCodec.java","0","4","4","0.25","0"
"solr/src/common/org/apache/solr/common/util/IteratorChain.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/StrUtils.java","0","3","3","0.5","0"
"solr/src/common/org/apache/solr/common/util/Base64.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/DateUtil.java","0","3","3","0.5","0"
"solr/src/common/org/apache/solr/common/util/RegexFileFilter.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/util/Hash.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/NamedList.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/util/XML.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/NamedListCodec.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/ContentStreamBase.java","0","2","2","0.5","0"
"solr/src/common/org/apache/solr/common/util/DOMUtil.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/util/ConcurrentLRUCache.java","0","3","3","0.3333333333333333","0"
"solr/src/common/org/apache/solr/common/params/StatsParams.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/params/UpdateParams.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/params/SpatialParams.java","0","2","2","0.6666666666666666","0"
"solr/src/common/org/apache/solr/common/params/AnalysisParams.java","0","1","1","1.0","0"
"solr/src/common/org/apache/solr/common/params/MultiMapSolrParams.java","0","1","1","1.0","0"
